label,site,alpha,rmse,boundary
0.5,0,1.435793216112154,0.010794567556017546,0
0.5,1,2.578811010435067,0.011861631522238006,0
0.5,2,3.5434968627617507,0.011104599422962307,0
0.5,3,0.80048032387237,0.006982174259605105,0
0.5,4,0.5953352212304707,0.009199923560102144,0
0.5,5,0.38105816106596907,0.014452176013925273,0
0.5,6,0.6803086680773915,0.010847584079812799,0
2,0,0.7253642021912908,0.007979625830060096,0
2,1,0.5088807443072974,0.0029633499667830764,0
2,2,0.2494294377863395,0.01727536576752987,0
2,3,0.10000044152960563,0.01721140503177243,1
2,4,4.7096134031346395,0.02285310014716544,0
2,5,6.676396921152243,0.021190807205494547,0
2,6,0.9722267153314753,0.006528192301880288,0
